taxon	taxon rank	candidate	taxon author	synonyms	alternative names	remarks
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Phytomyxea;'core phytomyxids';Plasmodiophorida;'PS lineage';Sorosphaerula	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Phytomyxea;'core phytomyxids';Plasmodiophorida;'PS lineage';Tetramyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Phytomyxea;'lineage Endo1'	genus	true				entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Phytomyxea;'Novel Clade 9'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida	order		Hess et al. 2012			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A'						18S-based group; Vampyrellidae, Leptophryidae, and related taxa
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Arachnula	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Gobiella	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Lateromyxa	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Theratromyxa	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Leptophryidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Leptophryidae;Arachnomyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Leptophryidae;Leptophrys	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Leptophryidae;Planctomyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Leptophryidae;Platyreta	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Leptophryidae;Vernalophrys	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Vampyrellidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade A';Vampyrellidae;Vampyrella	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B'						18S-based group; Placopus, Thalassomyxa, and related taxa
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B1'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B2'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B3'						only one described genus Placopus in this group, but contains environmental lineages of unknown morphology
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B3';Placopus	genus			Hyalodiscus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B4'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B5'						only one described genus Thalassomyxa in this group, but contains environmental lineages of unknown morphology
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B5';'subclade T'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';'lineage B5';'subclade T';Thalassomyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade B';Vampyrelloides	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade C'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade C';'lineage C1'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'phytorhiza';Vampyrellida;'Vamp clade C';'subclade P'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza'						18S-based group; all Endomyxa except phytorhiza form a well-supported clade
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';'Endo4 lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';'Endo5 lineage'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';'Endo6 lineage'	genus	true				
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';'M6MM lineage'	genus	true				
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Filoreta	genus		Bass & Cavalier-Smith 2009			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Filoreta;'basalF clade'						deep genetic divergence within genus Filoreta; entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Filoreta;'Fmarina clade'						deep genetic divergence within genus Filoreta
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Filoreta;'Ftenera clade'						deep genetic divergence within genus Filoreta
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Filoreta;'Fturcica clade'						deep genetic divergence within genus Filoreta
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Gromia	genus		Dujardin 1835			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea	class		Cavalier-Smith 2009			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Claustrosporidium	genus		Larsson 1987			no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida	order		Caullery & Mesnil 1899			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids'						18S-based group; Bonamia, Haplosporidium and Minchinia form a well-supported clade
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';Bonamia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';Haplosporidium	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';Haplosporidium;'Hcostale clade'						deep genetic divergence within genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';Haplosporidium;'Hedule clade'						deep genetic divergence within genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';Haplosporidium;'Hlittoralis clade'						deep genetic divergence within genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';'Hdiporeiae clade'	genus	true				H. diporeiae does not branch with genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';'Hnelsoni clade'	genus	true				H. nelsoni does not branch with genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';'Hpatagon clade'	genus	true				H. patagon does not branch with genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';'Hpinnae clade'	genus	true				H. pinnae does not branch with genus Haplosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'crown haplosporids';Minchinia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;Urosporidium	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'HapClam-1 clade'	genus	true				
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Haplosporida;'Utapetis clade'	genus	true				U. tapetis does not branch with genus Urosporidium
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;'Haplo A lineage'	genus	true				entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;'Endo2 lineage'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Mikrocytida	order		Hartikainen et al. 2013			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Mikrocytida;Mikrocytos	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Mikrocytida;Paramikrocytos	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paradiniida	order				lineage Endo3	
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paradiniida;Paradinium	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paradiniida;'Endo3a clade'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paradiniida;'Endo3b clade'						entirely environmental lineage so far
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paradiniida;'SPP clade'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paramyxida	order		Chatton 1911			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paramyxida;Eomarteilia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paramyxida;Marteilia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paramyxida;Marteilioides	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paramyxida;Paramarteilia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;Paramyxida;Paramyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Endomyxa;'zoorhiza';Ascetosporea;'xHiris lineage'	genus	true				
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria			Cavalier-Smith 2002			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera			d’Orbigny 1826			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea	class		Pawlowski et al. 2012			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Carterinida	order					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Robertinida	order					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida	order					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Globigerinina						
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Globigerinina;Globigerinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;Globigerinina;Pulleniatinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 1'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 1';Bolivinitidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 1';Cassidulinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 1';Globobuliminidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 1';Uvigerinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Ammoniidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Buliminoididae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Calcarinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Discorbidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Elphidiellidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Elphidiidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Glabratellidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Haynesinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Notorotaliidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Nummulitidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Planorbulinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Rosalinidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 2';Rotaliellidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Buliminidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Chilostomellidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Cibicididae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Epistominellidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Melonidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Nonionidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Oridorsalidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Pulleniidae	family					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Rotaliida;'R clade 3';Stainforthiidae	family		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Textulariida	order		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Textulariida;Eggerella	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Textulariida;Eggerelloides	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Textulariida;Spirotextularia	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Textulariida;Textularia	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Textulariida;Trochammina	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Leptohyalis	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Reophax	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Globothalamea;Zaninettia	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Lagenida	order		Delage & Hérouard 1896
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea	class		Pawlowski et al. 2012
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida	order		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Peneroplidae	family		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Soritidae	family		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Borelis	genus		
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Cornuspira	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Quinqueloculina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Miliolida;Triloculina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Spirillinida	order					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Spirillinida;Ammodiscus	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Tubothalamea;Spirillinida;Spirillina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Leannia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Miliammina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Heterogromia	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Komokiacea	class					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Pontomyxa	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Protogenes	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;Rhizoplasma	genus					no genetic data yet for this genus
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade A'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade B'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade C'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade C';Rhizammina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade C';Shinkaiya	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade C';Syringammina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade D'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade E'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade E';Psammophaga	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade E';Vellaria	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade F'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade G'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade G';Nemogullmia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade H'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade I'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade I';Astrammina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade J'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade K'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade K';Haplomyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade K';Reticulomyxa	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade L'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade L';Cribrothalammina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade L';Ovammina	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade M'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade M';Allogromia	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade BM'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade BM';Bathysiphon	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Foraminifera;'monothalamid clade BM';Micrometula	genus					
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria			Adl et al. 2005			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea	class		Mikrjukov 2000			
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea;'acantharean clade B'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea;'acantharean clade C'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea;'acantharean clade D'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea;'acantharean clade E'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea;'acantharean clade F'						18S-based group
Eukaryota;Diaphoretickes;Sar;Rhizaria;Retaria;Radiolaria;Acantharea;'clade Acanth I'						entirely environmental lineage so far
